Places,Population,radius(in m), time(in next 20 minute) ,Average Priority Of accident,Covid Cases,Accident Probability
1003,2797,1000,0.03,1,959,0.237084996
1003,2797,1000,0.04,3,913,0.231192964
1003,2797,1000,0.06,4,950,0.235756684
1003,2797,1000,0.07,1,913,0.228370022
1003,2797,1000,0.08,1,923,0.233703232
1003,2797,1000,0.1,10,839,0.22729451
1003,2797,1000,0.11,7,941,0.236373163
1003,2797,1000,0.13,6,913,0.232818429
1003,2797,1000,0.14,7,996,0.238349
1003,2797,1000,0.15,3,830,0.22829019
1003,2797,1000,0.17,3,1006,0.232698681
1003,2797,1000,0.18,3,923,0.234902927
1003,2797,1000,0.19,1,950,0.225232188
1003,2797,1000,0.21,10,803,0.225063654
1003,2797,1000,0.22,1,959,0.22870709
1003,2797,1000,0.24,9,867,0.229055245
1003,2797,1000,0.25,2,959,0.230232765
1003,2797,1000,0.26,8,766,0.228937715
1003,2797,1000,0.28,5,959,0.227906554
1003,2797,1000,0.29,7,849,0.229179428
1003,2797,1000,0.31,3,923,0.227751326
1003,2797,1000,0.32,10,849,0.231900363
1003,2797,1000,0.33,7,987,0.235519406
1003,2797,1000,0.35,3,793,0.237892185
1003,2797,1000,0.36,2,969,0.229108467
1003,2797,1000,0.38,7,904,0.233707667
1003,2797,1000,0.39,4,1006,0.238355653
1003,2797,1000,0.4,10,867,0.229891262
1003,2797,1000,0.42,1,1006,0.225427333
1003,2797,1000,0.43,1,886,0.225600301
1003,2797,1000,0.44,3,941,0.236186888
1003,2797,1000,0.46,10,803,0.225382982
1003,2797,1000,0.47,5,969,0.224852987
1003,2797,1000,0.49,3,784,0.230292639
1003,2797,1000,0.5,1,969,0.227183633
1003,2797,1000,0.51,3,775,0.231600994
1003,2797,1000,0.53,3,950,0.234758786
1003,2797,1000,0.54,7,793,0.236991859
1003,2797,1000,0.56,4,950,0.228811315
1003,2797,1000,0.57,9,904,0.229019765
1003,2797,1000,0.58,10,950,0.224963864
1003,2797,1000,0.6,6,775,0.226824389
1003,2797,1000,0.61,10,978,0.225779923
1003,2797,1000,0.63,1,738,0.227196938
1003,2797,1000,0.64,9,1015,0.225147921
1003,2797,1000,0.65,5,784,0.23164091
1003,2797,1000,0.67,10,950,0.235075896
1003,2797,1000,0.68,6,793,0.234468287
1003,2797,1000,0.69,1,959,0.234780961
1003,2797,1000,0.71,9,913,0.23769704
1003,2797,1000,0.72,1,941,0.236816673
1003,2797,1000,0.74,1,886,0.226085945
1003,2797,1000,0.75,1,1006,0.236563872
1003,2797,1000,0.76,9,784,0.238785858
1003,2797,1000,0.78,9,1006,0.234013689
1003,2797,1000,0.79,2,803,0.238493141
1003,2797,1000,0.81,3,1015,0.2302372
1003,2797,1000,0.82,3,913,0.235100289
1003,2797,1000,0.83,9,996,0.226372009
1003,2797,1000,0.85,4,886,0.237898838
1003,2797,1000,0.86,1,978,0.2318671
1003,2797,1000,0.88,8,913,0.237302316
1003,2797,1000,0.89,9,978,0.229137295
1003,2797,1000,0.9,8,756,0.226702424
1003,2797,1000,0.92,10,1015,0.235537146
1003,2797,1000,0.93,7,803,0.238690503
1003,2797,1000,0.94,6,959,0.227012881
1003,2797,1000,0.96,7,886,0.236426384
1003,2797,1000,0.97,10,1015,0.230627489
1003,2797,1000,0.99,10,738,0.228769181
1004,150,100,0,8,39,0.038524214
1004,150,100,0.01,7,31,0.03723823
1004,150,100,0.03,7,39,0.036687198
1004,150,100,0.04,4,33,0.037654486
1004,150,100,0.06,8,38,0.036859915
1004,150,100,0.07,9,34,0.038216719
1004,150,100,0.08,9,37,0.038937217
1004,150,100,0.1,3,33,0.036775363
1004,150,100,0.11,8,40,0.038062792
1004,150,100,0.13,4,37,0.037383847
1004,150,100,0.14,8,37,0.036929291
1004,150,100,0.15,2,30,0.038047977
1004,150,100,0.17,6,39,0.037118629
1004,150,100,0.18,5,34,0.036805354
1004,150,100,0.19,4,39,0.03738457
1004,150,100,0.21,10,37,0.038883017
1004,150,100,0.22,5,40,0.037671107
1004,150,100,0.24,9,36,0.038797742
1004,150,100,0.25,8,37,0.037339403
1004,150,100,0.26,9,31,0.037391797
1004,150,100,0.28,1,40,0.036655762
1004,150,100,0.29,6,36,0.036679971
1004,150,100,0.31,10,38,0.037983298
1004,150,100,0.32,1,30,0.037133444
1004,150,100,0.33,9,37,0.038624303
1004,150,100,0.35,3,33,0.03869404
1004,150,100,0.36,4,37,0.038408948
1004,150,100,0.38,7,34,0.038738484
1004,150,100,0.39,3,38,0.037481769
1004,150,100,0.4,9,34,0.038941553
1004,150,100,0.42,6,41,0.038428822
1004,150,100,0.43,3,32,0.036616015
1004,150,100,0.44,4,40,0.037813111
1004,150,100,0.46,4,34,0.038631168
1004,150,100,0.47,2,37,0.037895856
1004,150,100,0.49,7,30,0.036815471
1004,150,100,0.5,7,38,0.03773687
1004,150,100,0.51,3,35,0.036645645
1004,150,100,0.53,7,37,0.038743904
1004,150,100,0.54,9,36,0.038873984
1004,150,100,0.56,10,41,0.036924232
1004,150,100,0.57,8,34,0.037396494
1004,150,100,0.58,1,38,0.038945889
1004,150,100,0.6,2,36,0.037841295
1004,150,100,0.61,9,37,0.037666771
1004,150,100,0.63,2,33,0.037187282
1004,150,100,0.64,1,38,0.038432796
1004,150,100,0.65,6,36,0.037520431
1004,150,100,0.67,10,39,0.036639502
1004,150,100,0.68,4,35,0.03680969
1004,150,100,0.69,6,37,0.037470206
1004,150,100,0.71,8,31,0.038162158
1004,150,100,0.72,1,37,0.037592698
1004,150,100,0.74,4,31,0.037019985
1004,150,100,0.75,3,39,0.038559624
1004,150,100,0.76,8,35,0.036617099
1004,150,100,0.78,7,38,0.038503256
1004,150,100,0.79,9,30,0.037525129
1004,150,100,0.81,6,37,0.038610211
1004,150,100,0.82,7,35,0.036905443
1004,150,100,0.83,9,39,0.038716804
1004,150,100,0.85,4,33,0.03760426
1004,150,100,0.86,3,40,0.038166494
1004,150,100,0.88,8,34,0.037123688
1004,150,100,0.89,8,40,0.036703097
1004,150,100,0.9,9,35,0.03785358
1004,150,100,0.92,1,39,0.038337405
1004,150,100,0.93,5,30,0.037822505
1004,150,100,0.94,1,41,0.038399554
1004,150,100,0.96,4,34,0.037912116
1004,150,100,0.97,9,39,0.037306884
1004,150,100,0.99,4,33,0.038257189
1004,555,200,0,1,148,0.067452915
1004,555,200,0.01,7,120,0.068457065
1004,555,200,0.03,7,147,0.065518184
1004,555,200,0.04,6,137,0.067379992
1004,555,200,0.06,8,138,0.067157349
1004,555,200,0.07,5,115,0.066498457
1004,555,200,0.08,10,151,0.068944942
1004,555,200,0.1,7,123,0.065696298
1004,555,200,0.11,7,144,0.065645317
1004,555,200,0.13,4,133,0.067780103
1004,555,200,0.14,2,147,0.065709851
1004,555,200,0.15,1,135,0.068833943
1004,555,200,0.17,9,145,0.068745532
1004,555,200,0.18,8,115,0.065946691
1004,555,200,0.19,3,144,0.06563241
1004,555,200,0.21,10,113,0.066718518
1004,555,200,0.22,1,145,0.065393634
1004,555,200,0.24,9,131,0.067701371
1004,555,200,0.25,8,142,0.067934339
1004,555,200,0.26,5,138,0.06899786
1004,555,200,0.28,8,138,0.066306145
1004,555,200,0.29,7,117,0.066932771
1004,555,200,0.31,5,148,0.06719607
1004,555,200,0.32,3,112,0.066089311
1004,555,200,0.33,6,140,0.068721654
1004,555,200,0.35,10,122,0.066771436
1004,555,200,0.36,7,147,0.068235068
1004,555,200,0.38,5,124,0.066787569
1004,555,200,0.39,7,140,0.066629461
1004,555,200,0.4,7,134,0.068553866
1004,555,200,0.42,9,140,0.067977577
1004,555,200,0.43,3,129,0.067745254
1004,555,200,0.44,6,152,0.065473011
1004,555,200,0.46,3,116,0.068711974
1004,555,200,0.47,1,138,0.065433
1004,555,200,0.49,6,138,0.06689276
1004,555,200,0.5,10,145,0.065739536
1004,555,200,0.51,1,117,0.069128864
1004,555,200,0.53,7,149,0.069475412
1004,555,200,0.54,9,124,0.069186945
1004,555,200,0.56,6,141,0.065596916
1004,555,200,0.57,9,129,0.066595258
1004,555,200,0.58,9,140,0.067998228
1004,555,200,0.6,2,124,0.069519295
1004,555,200,0.61,3,141,0.06730126
1004,555,200,0.63,6,127,0.066976008
1004,555,200,0.64,4,145,0.066424242
1004,555,200,0.65,10,112,0.068568063
1004,555,200,0.67,2,144,0.069235991
1004,555,200,0.68,10,124,0.066729488
1004,555,200,0.69,4,149,0.0688746
1004,555,200,0.71,1,111,0.069363768
1004,555,200,0.72,2,140,0.065671775
1004,555,200,0.74,4,116,0.068119552
1004,555,200,0.75,8,140,0.066900504
1004,555,200,0.76,1,129,0.066144165
1004,555,200,0.78,7,148,0.06613513
1004,555,200,0.79,4,122,0.068404147
1004,555,200,0.81,3,149,0.065376855
1004,555,200,0.82,9,112,0.069035935
1004,555,200,0.83,2,141,0.067774295
1004,555,200,0.85,2,131,0.066566217
1004,555,200,0.86,8,152,0.066546857
1004,555,200,0.88,9,133,0.067835602
1004,555,200,0.89,8,152,0.065468493
1004,555,200,0.9,9,127,0.067398061
1004,555,200,0.92,4,142,0.068730689
1004,555,200,0.93,8,127,0.068294439
1004,555,200,0.94,1,142,0.069198561
1004,555,200,0.96,7,120,0.06955737
1004,555,200,0.97,3,148,0.067537455
1004,555,200,0.99,10,123,0.067849799
1004,1165,300,0,1,311,0.111512781
1004,1165,300,0.01,5,233,0.114357583
1004,1165,300,0.03,9,314,0.115530487
1004,1165,300,0.04,6,235,0.115377033
1004,1165,300,0.06,4,311,0.11354095
1004,1165,300,0.07,3,250,0.109055371
1004,1165,300,0.08,2,314,0.109567242
1004,1165,300,0.1,7,291,0.113275893
1004,1165,300,0.11,2,305,0.114975691
1004,1165,300,0.13,8,282,0.112562278
1004,1165,300,0.14,9,308,0.115602385
1004,1165,300,0.15,6,285,0.110950474
1004,1165,300,0.17,10,291,0.109551145
1004,1165,300,0.18,4,279,0.114343632
1004,1165,300,0.19,2,291,0.111991386
1004,1165,300,0.21,5,267,0.11115973
1004,1165,300,0.22,5,294,0.114752485
1004,1165,300,0.24,4,282,0.113379984
1004,1165,300,0.25,2,305,0.112647053
1004,1165,300,0.26,6,262,0.113499099
1004,1165,300,0.28,2,291,0.115427468
1004,1165,300,0.29,2,291,0.1126771
1004,1165,300,0.31,3,320,0.113291989
1004,1165,300,0.32,5,247,0.112753291
1004,1165,300,0.33,3,297,0.113188971
1004,1165,300,0.35,3,279,0.112339072
1004,1165,300,0.36,3,291,0.114473478
1004,1165,300,0.38,7,259,0.115353424
1004,1165,300,0.39,6,311,0.111873345
1004,1165,300,0.4,9,291,0.113004397
1004,1165,300,0.42,6,305,0.112310098
1004,1165,300,0.43,1,247,0.111575021
1004,1165,300,0.44,6,297,0.11098696
1004,1165,300,0.46,10,244,0.115275088
1004,1165,300,0.47,4,297,0.115412445
1004,1165,300,0.49,4,250,0.114658052
1004,1165,300,0.5,3,314,0.111371132
1004,1165,300,0.51,6,241,0.113425055
1004,1165,300,0.53,6,314,0.108700173
1004,1165,300,0.54,9,256,0.110175693
1004,1165,300,0.56,6,317,0.109274284
1004,1165,300,0.57,8,233,0.1155938
1004,1165,300,0.58,8,317,0.114224518
1004,1165,300,0.6,4,256,0.1135549
1004,1165,300,0.61,4,320,0.109897758
1004,1165,300,0.63,10,279,0.112553693
1004,1165,300,0.64,4,311,0.111823982
1004,1165,300,0.65,2,235,0.11405926
1004,1165,300,0.67,5,305,0.112340145
1004,1165,300,0.68,10,238,0.114666637
1004,1165,300,0.69,8,320,0.108791387
1004,1165,300,0.71,4,250,0.11134645
1004,1165,300,0.72,9,317,0.113054833
1004,1165,300,0.74,10,233,0.109451347
1004,1165,300,0.75,4,294,0.113185752
1004,1165,300,0.76,5,267,0.112420628
1004,1165,300,0.78,6,291,0.11563887
1004,1165,300,0.79,5,291,0.114182667
1004,1165,300,0.81,1,317,0.109500709
1004,1165,300,0.82,9,244,0.113495879
1004,1165,300,0.83,2,317,0.115166704
1004,1165,300,0.85,4,256,0.113075222
1004,1165,300,0.86,3,291,0.11122197
1004,1165,300,0.88,6,256,0.113516268
1004,1165,300,0.89,8,299,0.113043029
1004,1165,300,0.9,1,235,0.109731427
1004,1165,300,0.92,10,308,0.110075894
1004,1165,300,0.93,10,238,0.115631358
1004,1165,300,0.94,3,291,0.112984008
1004,1165,300,0.96,5,273,0.114227737
1004,1165,300,0.97,3,320,0.111355035
1004,1165,300,0.99,10,265,0.113038737
1004,1980,400,0,8,539,0.171840455
1004,1980,400,0.01,2,440,0.169531399
1004,1980,400,0.03,4,499,0.174688948
1004,1980,400,0.04,4,460,0.17071882
1004,1980,400,0.06,7,524,0.167297996
1004,1980,400,0.07,4,445,0.167378583
1004,1980,400,0.08,1,495,0.167766715
1004,1980,400,0.1,5,410,0.170500084
1004,1980,400,0.11,8,509,0.175626385
1004,1980,400,0.13,3,485,0.17492413
1004,1980,400,0.14,4,524,0.170205696
1004,1980,400,0.15,10,440,0.176649343
1004,1980,400,0.17,9,519,0.170595473
1004,1980,400,0.18,4,435,0.172146355
1004,1980,400,0.19,3,544,0.174672502
1004,1980,400,0.21,4,465,0.176384558
1004,1980,400,0.22,4,519,0.175552377
1004,1980,400,0.24,2,410,0.17208057
1004,1980,400,0.25,3,544,0.174608362
1004,1980,400,0.26,9,495,0.174230097
1004,1980,400,0.28,3,519,0.169796184
1004,1980,400,0.29,3,440,0.173478503
1004,1980,400,0.31,5,499,0.177091748
1004,1980,400,0.32,5,400,0.169998473
1004,1980,400,0.33,10,509,0.174975113
1004,1980,400,0.35,6,485,0.173869924
1004,1980,400,0.36,6,514,0.174942221
1004,1980,400,0.38,1,475,0.173001561
1004,1980,400,0.39,7,524,0.17322852
1004,1980,400,0.4,9,485,0.172771314
1004,1980,400,0.42,7,529,0.173687371
1004,1980,400,0.43,5,440,0.170332332
1004,1980,400,0.44,5,495,0.169804407
1004,1980,400,0.46,5,480,0.174044255
1004,1980,400,0.47,5,514,0.17692893
1004,1980,400,0.49,8,400,0.170837233
1004,1980,400,0.5,5,495,0.177328574
1004,1980,400,0.51,6,396,0.170891505
1004,1980,400,0.53,7,499,0.173567313
1004,1980,400,0.54,9,450,0.16778974
1004,1980,400,0.56,9,524,0.173261412
1004,1980,400,0.57,2,485,0.172791049
1004,1980,400,0.58,1,539,0.173878147
1004,1980,400,0.6,2,475,0.170695795
1004,1980,400,0.61,4,509,0.171968736
1004,1980,400,0.63,3,490,0.168473904
1004,1980,400,0.64,4,514,0.172675925
1004,1980,400,0.65,2,480,0.171523042
1004,1980,400,0.67,7,509,0.166888484
1004,1980,400,0.68,8,460,0.169664614
1004,1980,400,0.69,6,514,0.169343912
1004,1980,400,0.71,4,455,0.175637898
1004,1980,400,0.72,9,495,0.17551784
1004,1980,400,0.74,7,435,0.168964003
1004,1980,400,0.75,9,534,0.174649477
1004,1980,400,0.76,1,430,0.171874992
1004,1980,400,0.78,9,544,0.1744587
1004,1980,400,0.79,1,430,0.166794741
1004,1980,400,0.81,2,504,0.17467908
1004,1980,400,0.82,2,455,0.173828808
1004,1980,400,0.83,2,544,0.167123666
1004,1980,400,0.85,4,430,0.173761379
1004,1980,400,0.86,6,529,0.176644409
1004,1980,400,0.88,10,405,0.168352202
1004,1980,400,0.89,8,514,0.17190624
1004,1980,400,0.9,5,396,0.168498574
1004,1980,400,0.92,6,539,0.176655922
1004,1980,400,0.93,6,440,0.172448967
1004,1980,400,0.94,9,519,0.169695862
1004,1980,400,0.96,3,430,0.173924197
1004,1980,400,0.97,10,524,0.170024787
1004,1980,400,0.99,6,480,0.167094063
1004,3001,500,0,4,772,0.250644466
1004,3001,500,0.01,8,652,0.240593004
1004,3001,500,0.03,2,787,0.240859752
1004,3001,500,0.04,6,667,0.243130656
1004,3001,500,0.06,7,765,0.243439895
1004,3001,500,0.07,6,675,0.251857817
1004,3001,500,0.08,6,825,0.241778028
1004,3001,500,0.1,6,607,0.242438998
1004,3001,500,0.11,5,795,0.250578369
1004,3001,500,0.13,2,690,0.244176404
1004,3001,500,0.14,2,802,0.247254635
1004,3001,500,0.15,10,622,0.246232492
1004,3001,500,0.17,3,802,0.249046335
1004,3001,500,0.18,9,682,0.254546548
1004,3001,500,0.19,6,802,0.241749701
1004,3001,500,0.21,2,712,0.247207423
1004,3001,500,0.22,2,780,0.25190739
1004,3001,500,0.24,4,622,0.242790728
1004,3001,500,0.25,7,817,0.241204401
1004,3001,500,0.26,7,607,0.252943696
1004,3001,500,0.28,5,810,0.24268214
1004,3001,500,0.29,9,690,0.249856023
1004,3001,500,0.31,6,810,0.253592863
1004,3001,500,0.32,6,622,0.25175159
1004,3001,500,0.33,1,750,0.239913149
1004,3001,500,0.35,8,742,0.248460905
1004,3001,500,0.36,8,787,0.239502404
1004,3001,500,0.38,7,675,0.250070838
1004,3001,500,0.39,8,817,0.247851868
1004,3001,500,0.4,9,645,0.247367944
1004,3001,500,0.42,10,750,0.241874813
1004,3001,500,0.43,4,637,0.250120411
1004,3001,500,0.44,5,817,0.239259261
1004,3001,500,0.46,1,607,0.244615477
1004,3001,500,0.47,5,802,0.246317474
1004,3001,500,0.49,2,660,0.253250575
1004,3001,500,0.5,8,802,0.249681338
1004,3001,500,0.51,2,750,0.247058705
1004,3001,500,0.53,5,772,0.246357605
1004,3001,500,0.54,3,705,0.243286456
1004,3001,500,0.56,7,802,0.242833219
1004,3001,500,0.57,8,637,0.25260849
1004,3001,500,0.58,2,817,0.247301847
1004,3001,500,0.6,9,630,0.240118522
1004,3001,500,0.61,3,810,0.253828924
1004,3001,500,0.63,3,690,0.253720336
1004,3001,500,0.64,9,802,0.245595129
1004,3001,500,0.65,3,675,0.253321393
1004,3001,500,0.67,9,787,0.248002947
1004,3001,500,0.68,5,675,0.24579342
1004,3001,500,0.69,7,772,0.248010029
1004,3001,500,0.71,4,735,0.251940439
1004,3001,500,0.72,9,810,0.250047232
1004,3001,500,0.74,6,690,0.23941034
1004,3001,500,0.75,9,817,0.250354111
1004,3001,500,0.76,10,712,0.241735537
1004,3001,500,0.78,5,817,0.252691111
1004,3001,500,0.79,3,652,0.249225741
1004,3001,500,0.81,10,825,0.246633795
1004,3001,500,0.82,6,622,0.252329939
1004,3001,500,0.83,6,795,0.246003514
1004,3001,500,0.85,4,742,0.240328616
1004,3001,500,0.86,8,765,0.252577802
1004,3001,500,0.88,6,645,0.248021832
1004,3001,500,0.89,1,757,0.246164035
1004,3001,500,0.9,7,660,0.252509345
1004,3001,500,0.92,2,772,0.249192693
1004,3001,500,0.93,6,615,0.242878071
1004,3001,500,0.94,4,825,0.241671801
1004,3001,500,0.96,8,630,0.239790398
1004,3001,500,0.97,10,810,0.24034514
1004,3001,500,0.99,8,742,0.243673595
1004,4228,600,0,3,1057,0.332447214
1004,4228,600,0.01,4,1004,0.335719795
1004,4228,600,0.03,10,1067,0.338895745
1004,4228,600,0.04,5,972,0.346040021
1004,4228,600,0.06,7,1078,0.340077868
1004,4228,600,0.07,4,1004,0.332092899
1004,4228,600,0.08,3,1120,0.331951173
1004,4228,600,0.1,6,972,0.330495261
1004,4228,600,0.11,10,1088,0.341350181
1004,4228,600,0.13,1,983,0.342055589
1004,4228,600,0.14,3,1067,0.342004053
1004,4228,600,0.15,6,951,0.327792805
1004,4228,600,0.17,5,1078,0.340950771
1004,4228,600,0.18,1,930,0.346584378
1004,4228,600,0.19,3,1152,0.331864205
1004,4228,600,0.21,3,866,0.335323607
1004,4228,600,0.22,6,1109,0.328379035
1004,4228,600,0.24,9,866,0.333494053
1004,4228,600,0.25,4,1162,0.333693758
1004,4228,600,0.26,10,909,0.347212481
1004,4228,600,0.28,10,1088,0.342351925
1004,4228,600,0.29,3,940,0.340180942
1004,4228,600,0.31,2,1109,0.341540222
1004,4228,600,0.32,3,877,0.340992645
1004,4228,600,0.33,2,1078,0.337655643
1004,4228,600,0.35,1,1014,0.34177858
1004,4228,600,0.36,8,1099,0.328324277
1004,4228,600,0.38,2,1046,0.335120681
1004,4228,600,0.39,5,1099,0.326694429
1004,4228,600,0.4,2,1025,0.338898966
1004,4228,600,0.42,2,1078,0.329161749
1004,4228,600,0.43,9,940,0.339565722
1004,4228,600,0.44,9,1141,0.341382391
1004,4228,600,0.46,6,1025,0.341195571
1004,4228,600,0.47,7,1057,0.34341487
1004,4228,600,0.49,10,993,0.330115178
1004,4228,600,0.5,5,1130,0.328008615
1004,4228,600,0.51,8,983,0.33055324
1004,4228,600,0.53,5,1162,0.34431032
1004,4228,600,0.54,2,930,0.343115313
1004,4228,600,0.56,1,1141,0.332456877
1004,4228,600,0.57,5,909,0.327966741
1004,4228,600,0.58,2,1109,0.326861923
1004,4228,600,0.6,2,1057,0.341817232
1004,4228,600,0.61,9,1078,0.337230465
1004,4228,600,0.63,7,1046,0.335468554
1004,4228,600,0.64,1,1099,0.339916816
1004,4228,600,0.65,4,1025,0.33749459
1004,4228,600,0.67,10,1099,0.332299046
1004,4228,600,0.68,7,845,0.34273523
1004,4228,600,0.69,7,1130,0.326803944
1004,4228,600,0.71,3,856,0.333851589
1004,4228,600,0.72,4,1152,0.343195839
1004,4228,600,0.74,9,972,0.345167118
1004,4228,600,0.75,10,1057,0.344999624
1004,4228,600,0.76,4,983,0.330659534
1004,4228,600,0.78,10,1088,0.335523311
1004,4228,600,0.79,2,1046,0.337620211
1004,4228,600,0.81,10,1057,0.338164568
1004,4228,600,0.82,7,845,0.339449764
1004,4228,600,0.83,7,1152,0.344110616
1004,4228,600,0.85,7,993,0.338734693
1004,4228,600,0.86,2,1057,0.335310722
1004,4228,600,0.88,10,866,0.328649603
1004,4228,600,0.89,6,1130,0.332195972
1004,4228,600,0.9,1,887,0.346574715
1004,4228,600,0.92,5,1130,0.333097865
1004,4228,600,0.93,9,856,0.32635944
1004,4228,600,0.94,6,1057,0.337578338
1004,4228,600,0.96,4,951,0.34042252
1004,4228,600,0.97,4,1067,0.340303341
1004,4228,600,0.99,4,1057,0.335558743
1004,5661,700,0,4,1500,0.448169455
1004,5661,700,0.01,9,1344,0.43644247
1004,5661,700,0.03,3,1457,0.435897324
1004,5661,700,0.04,2,1330,0.434680253
1004,5661,700,0.06,2,1471,0.448503305
1004,5661,700,0.07,3,1316,0.450882509
1004,5661,700,0.08,1,1457,0.440583892
1004,5661,700,0.1,9,1372,0.428113141
1004,5661,700,0.11,8,1415,0.438555441
1004,5661,700,0.13,1,1358,0.447455271
1004,5661,700,0.14,10,1542,0.455383136
1004,5661,700,0.15,6,1372,0.455057739
1004,5661,700,0.17,3,1528,0.443985774
1004,5661,700,0.18,5,1160,0.430800839
1004,5661,700,0.19,10,1500,0.442354561
1004,5661,700,0.21,5,1287,0.454136484
1004,5661,700,0.22,9,1542,0.453409622
1004,5661,700,0.24,6,1302,0.44928933
1004,5661,700,0.25,2,1556,0.438973809
1004,5661,700,0.26,7,1273,0.44571841
1004,5661,700,0.28,10,1415,0.429313308
1004,5661,700,0.29,7,1287,0.453773053
1004,5661,700,0.31,7,1500,0.431654479
1004,5661,700,0.32,9,1132,0.447125648
1004,5661,700,0.33,4,1556,0.432457408
1004,5661,700,0.35,2,1316,0.430048622
1004,5661,700,0.36,8,1429,0.450768409
1004,5661,700,0.38,9,1386,0.45167276
1004,5661,700,0.39,9,1514,0.441298076
1004,5661,700,0.4,9,1132,0.430086655
1004,5661,700,0.42,3,1486,0.430703643
1004,5661,700,0.43,4,1415,0.45308845
1004,5661,700,0.44,9,1500,0.43790042
1004,5661,700,0.46,5,1245,0.447797573
1004,5661,700,0.47,8,1542,0.446373431
1004,5661,700,0.49,9,1302,0.444099875
1004,5661,700,0.5,1,1429,0.441323432
1004,5661,700,0.51,4,1386,0.436095943
1004,5661,700,0.53,5,1500,0.437076361
1004,5661,700,0.54,7,1273,0.430238789
1004,5661,700,0.56,10,1556,0.431472764
1004,5661,700,0.57,10,1231,0.450912091
1004,5661,700,0.58,1,1457,0.450899413
1004,5661,700,0.6,9,1259,0.432770128
1004,5661,700,0.61,6,1471,0.433378663
1004,5661,700,0.63,9,1217,0.44497887
1004,5661,700,0.64,1,1500,0.442143264
1004,5661,700,0.65,2,1287,0.437482052
1004,5661,700,0.67,8,1486,0.437904646
1004,5661,700,0.68,9,1259,0.44985138
1004,5661,700,0.69,9,1471,0.449454141
1004,5661,700,0.71,5,1415,0.433890002
1004,5661,700,0.72,3,1486,0.449137196
1004,5661,700,0.74,3,1245,0.430889584
1004,5661,700,0.75,7,1556,0.428434313
1004,5661,700,0.76,6,1217,0.4289372
1004,5661,700,0.78,9,1514,0.436767868
1004,5661,700,0.79,4,1358,0.437997616
1004,5661,700,0.81,3,1514,0.433129333
1004,5661,700,0.82,9,1217,0.4384836
1004,5661,700,0.83,6,1457,0.43446473
1004,5661,700,0.85,2,1202,0.438187784
1004,5661,700,0.86,3,1486,0.430551509
1004,5661,700,0.88,7,1316,0.447049581
1004,5661,700,0.89,9,1514,0.44055431
1004,5661,700,0.9,10,1401,0.433801257
1004,5661,700,0.92,8,1542,0.450104936
1004,5661,700,0.93,10,1273,0.436429792
1004,5661,700,0.94,9,1556,0.446825606
1004,5661,700,0.96,10,1401,0.439227365
1004,5661,700,0.97,9,1500,0.454301295
1004,5661,700,0.99,5,1132,0.429156949
1004,7298,800,0,2,1970,0.550211364
1004,7298,800,0.01,1,1824,0.57157796
1004,7298,800,0.03,5,1879,0.550447815
1004,7298,800,0.04,6,1751,0.574856035
1004,7298,800,0.06,4,1988,0.577424756
1004,7298,800,0.07,8,1642,0.565994486
1004,7298,800,0.08,4,1879,0.573888734
1004,7298,800,0.1,2,1715,0.546965533
1004,7298,800,0.11,2,1824,0.547395444
1004,7298,800,0.13,3,1642,0.566101964
1004,7298,800,0.14,5,1897,0.55030272
1004,7298,800,0.15,10,1532,0.570325843
1004,7298,800,0.17,8,1842,0.569052231
